999 44.55588389580099
44.555511411336866 44.55582673278904 44.55582673278904 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099
Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=130873, language='Sesotho_Acqdiv', model=None)
rc 0
lc 2
ps 4
rv 6
c 8
mi 10
pf 12
cl 14
nt 16
ap 18
cp 20
p 22
t^ 24
wh 26
rl 28
m^ 30
