999 50.66610781130528
50.6258795582917 50.66538789894816 50.66581547448814 50.66581547448814 50.66581547448814 50.66581547448814 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528 50.66610781130528
Namespace(alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=4379854, language='Sesotho_Acqdiv', model=None)
p 0
rc 2
t^ 4
nt 6
lc 8
ps 10
rl 12
mi 14
cp 16
pf 18
c 20
cl 22
ap 24
wh 26
rv 28
m^ 30
