999 50.66610781130069
50.65910887180122 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069 50.66610781130069
Namespace(alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=7802550, language='Sesotho_Acqdiv', model=None)
ps 0
p 2
rc 4
pf 6
mi 8
t^ 10
nt 12
rl 14
c 16
lc 18
cl 20
ap 22
cp 24
wh 26
rv 28
m^ 30
