999 44.555883895801266
44.55155691537264 44.55579118574805 44.55579118574805 44.555826732789335 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266 44.555883895801266
Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=795909, language='Sesotho_Acqdiv', model=None)
cp 0
rv 2
rc 4
pf 6
lc 8
c 10
cl 12
nt 14
ap 16
mi 18
ps 20
p 22
t^ 24
wh 26
rl 28
m^ 30
