999 44.55588389580101
44.55584834827365 44.55584834827365 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101 44.55588389580101
Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=2871029, language='Sesotho_Acqdiv', model=None)
lc 0
rc 2
rv 4
pf 6
c 8
nt 10
ps 12
cl 14
ap 16
cp 18
p 20
t^ 22
rl 24
wh 26
mi 28
m^ 30
