999 44.55588389580099
44.55495932340783 44.5558272390112 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.555848348273635 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099 44.55588389580099
Namespace(alpha=0.0, cutoff=12, delta=1.0, gamma=1, idForProcess=5420249, language='Sesotho_Acqdiv', model=None)
rv 0
ps 2
rc 4
c 6
cp 8
cl 10
lc 12
mi 14
nt 16
pf 18
ap 20
p 22
t^ 24
wh 26
rl 28
m^ 30
