649 43.67983589226567
43.67881774695741 43.67970986922071 43.67970986922071 43.67970986922071 43.67970986922071 43.67970986922071 43.67970986922071 43.679812679523735 43.679812679523735 43.679812679523735 43.679812679523735 43.679812679523735 43.67983589226567
Namespace(alpha=1.0, cutoff=7, delta=1.0, gamma=1, idForProcess=829447, language='Sesotho_Acqdiv', model=None)
av 0
9 2
sm 4
1s 6
fi 8
3 10
ht 12
if 14
2 16
sr 18
17 20
di 22
5 24
wo 26
9a 28
1 30
2a 32
ng 34
t^ 36
rf 38
pn 40
rl 42
pr 44
wa 46
.. 48
st 50
ps 52
8 54
6 56
cj 58
2s 60
ei 62
ap 64
m^ 66
f^ 68
cp 70
om 72
14 74
7 76
ij 78
wh 80
10 82
lo 84
lc 86
a. 88
